sale_id,sale_date,product_name,region_name,channel,quantity,unit_price,customer_age,customer_satisfaction_score,marketing_spend,discount_percent,gross_revenue,discount_amount,net_revenue
SAL-000648,2025-06-11,Speaker,Europe,Online,1,396.27,38,4.0,23.81,0.0,396.27,0.0,396.27
SAL-000649,2025-07-13,Smart Watch,Europe,Online,3,367.57,29,2.8,17.58,0.0,1102.71,0.0,1102.71
SAL-000650,2025-05-03,Laptop,Europe,Online,2,905.31,37,2.8,46.45,0.0,1810.62,0.0,1810.62
SAL-000651,2025-07-11,Tablet,North America,Online,14,453.03,58,4.8,10.1,0.0,6342.42,0.0,6342.42
SAL-000652,2025-07-07,Smartphone,Europe,Online,3,395.96,57,,8.39,0.0,1187.8799999999999,0.0,1187.8799999999999
SAL-000653,2025-05-31,Camera,Europe,Partner Channel,3,1129.04,26,,25.86,0.0,3387.12,0.0,3387.12
SAL-000654,2025-07-26,Tablet,Latin America,Retail Store,1,491.38,18,3.7,6.31,0.0,491.38,0.0,491.38
SAL-000655,2025-04-06,Laptop,Europe,Online,1,1750.67,54,2.3,2.08,0.0,1750.67,0.0,1750.67
SAL-000656,2025-05-22,Speaker,Europe,Online,7,473.03,55,4.0,13.04,0.0,3311.21,0.0,3311.21
SAL-000657,2025-03-24,Speaker,Latin America,Retail Store,1,359.47,33,3.2,3.38,0.0,359.47,0.0,359.47
SAL-000658,2025-03-08,Camera,Asia Pacific,Online,1,1616.64,44,3.0,16.07,9.5,1616.64,153.5808,1463.0592000000001
SAL-000659,2025-06-02,Tablet,North America,Retail Store,10,224.2,33,3.3,3.41,0.0,2242.0,0.0,2242.0
SAL-000660,2025-05-03,Laptop,Europe,Online,1,1523.36,37,2.9,42.41,0.0,1523.36,0.0,1523.36
SAL-000661,2025-03-22,Laptop,Europe,Direct Sales,1,947.4,51,3.2,4.31,0.0,947.4,0.0,947.4
SAL-000662,2025-02-15,Smart Watch,Middle East & Africa,Retail Store,2,488.14,44,3.7,4.84,0.0,976.28,0.0,976.28
SAL-000663,2025-07-05,Laptop,Asia Pacific,Direct Sales,3,1991.37,45,3.3,40.24,6.3,5974.11,376.36893,5597.74107
SAL-000664,2025-06-30,Smart Watch,North America,Direct Sales,6,277.24,54,4.2,112.67,12.5,1663.44,207.93,1455.51
SAL-000665,2025-04-23,Camera,Latin America,Online,4,1095.25,51,2.7,12.51,0.0,4381.0,0.0,4381.0
SAL-000666,2025-06-03,Laptop,Asia Pacific,Online,2,1555.77,36,3.0,16.08,0.0,3111.54,0.0,3111.54
SAL-000667,2025-07-18,Camera,Europe,Online,3,967.68,49,3.5,4.11,0.0,2903.04,0.0,2903.04
SAL-000668,2025-06-05,Smart Watch,Europe,Retail Store,1,449.13,39,1.7,0.11,0.0,449.13,0.0,449.13
SAL-000669,2025-05-20,Monitor,North America,Online,1,729.07,37,3.9,17.43,23.2,729.07,169.14424,559.9257600000001
SAL-000670,2025-05-15,Monitor,Asia Pacific,Partner Channel,9,665.66,19,1.7,4.88,24.3,5990.94,1455.7984199999999,4535.1415799999995
SAL-000671,2025-05-19,Smartphone,Latin America,Retail Store,9,374.9,39,2.9,8.1,0.0,3374.1,0.0,3374.1
SAL-000672,2025-03-25,Headphones,Latin America,Retail Store,2,121.4,18,3.6,9.51,0.0,242.8,0.0,242.8
SAL-000673,2025-04-03,Camera,North America,Online,1,887.84,49,2.7,15.95,0.0,887.84,0.0,887.84
SAL-000674,2025-07-14,Camera,North America,Direct Sales,3,665.9,22,3.5,66.53,0.0,1997.6999999999998,0.0,1997.6999999999998
SAL-000675,2025-06-22,Smart Watch,Middle East & Africa,Online,1,469.35,41,3.2,8.28,8.7,469.35,40.83345,428.51655000000005
SAL-000676,2025-07-27,Headphones,Asia Pacific,Online,7,57.65,66,2.7,13.98,5.5,403.55,22.19525,381.35475
SAL-000677,2025-04-29,Smartphone,Asia Pacific,Partner Channel,12,309.46,53,1.6,6.48,0.0,3713.5199999999995,0.0,3713.5199999999995
SAL-000678,2025-06-30,Tablet,Latin America,Online,12,732.45,46,3.7,81.79,15.2,8789.400000000001,1335.9888,7453.411200000001
SAL-000679,2025-06-23,Headphones,Middle East & Africa,Online,1,147.54,18,3.8,8.18,0.0,147.54,0.0,147.54
SAL-000680,2025-06-28,Headphones,North America,Retail Store,3,399.58,43,1.5,4.49,11.3,1198.74,135.45762,1063.28238
SAL-000681,2025-07-24,Tablet,Middle East & Africa,Direct Sales,13,381.93,47,2.0,72.1,0.0,4965.09,0.0,4965.09
SAL-000682,2025-07-29,Headphones,Middle East & Africa,Online,3,333.74,34,3.6,7.45,0.0,1001.22,0.0,1001.22
SAL-000683,2025-06-24,Monitor,Asia Pacific,Direct Sales,4,754.33,41,2.4,22.86,13.1,3017.32,395.26892000000004,2622.05108
SAL-000684,2025-07-18,Camera,Latin America,Retail Store,3,1963.93,21,4.2,11.77,18.9,5891.79,1113.54831,4778.24169
SAL-000685,2025-06-16,Monitor,Asia Pacific,Online,4,992.23,30,4.0,12.13,11.9,3968.92,472.30148,3496.61852
SAL-000686,2025-06-26,Smart Watch,Europe,Partner Channel,8,501.8,18,4.5,16.61,0.0,4014.4,0.0,4014.4
SAL-000687,2025-07-13,Speaker,Europe,Online,3,189.75,18,3.8,85.26,0.0,569.25,0.0,569.25
SAL-000688,2025-06-09,Tablet,North America,Retail Store,2,718.06,40,4.6,18.99,0.0,1436.12,0.0,1436.12
SAL-000689,2025-07-02,Laptop,Europe,Online,1,957.16,33,3.7,85.08,0.0,957.16,0.0,957.16
SAL-000690,2025-01-20,Smart Watch,North America,Partner Channel,1,261.43,37,3.9,3.87,15.5,261.43,40.52165,220.90835
SAL-000691,2025-05-21,Tablet,Asia Pacific,Online,2,364.08,36,2.9,10.9,0.0,728.16,0.0,728.16
SAL-000692,2025-07-07,Tablet,North America,Online,3,494.61,22,,21.48,0.0,1483.83,0.0,1483.83
SAL-000693,2024-11-26,Headphones,Asia Pacific,Retail Store,3,134.56,28,3.7,16.95,6.3,403.68,25.43184,378.24816
SAL-000694,2025-06-05,Smart Watch,North America,Partner Channel,12,482.81,20,3.6,1.44,0.0,5793.72,0.0,5793.72
SAL-000695,2025-01-27,Laptop,North America,Online,15,923.53,47,5.0,3.36,0.0,13852.949999999999,0.0,13852.949999999999
SAL-000696,2025-07-09,Monitor,North America,Online,2,391.0,26,3.9,11.42,0.0,782.0,0.0,782.0
SAL-000697,2025-06-30,Headphones,Middle East & Africa,Partner Channel,1,391.76,24,3.1,7.05,0.0,391.76,0.0,391.76
SAL-000698,2025-04-30,Camera,Latin America,Online,13,1773.32,24,4.5,1.57,0.0,23053.16,0.0,23053.16
SAL-000699,2025-05-18,Smartphone,Europe,Online,3,308.84,50,3.9,9.06,0.0,926.52,0.0,926.52
SAL-000700,2025-04-20,Headphones,Europe,Retail Store,1,152.87,46,2.6,14.11,0.0,152.87,0.0,152.87
SAL-000701,2025-03-04,Smartphone,Asia Pacific,Retail Store,3,440.73,35,2.1,6.09,16.6,1322.19,219.48354000000003,1102.70646
SAL-000702,2025-03-20,Speaker,Asia Pacific,Retail Store,2,327.72,18,3.7,3.01,0.0,655.44,0.0,655.44
SAL-000703,2025-06-17,Monitor,North America,Retail Store,2,458.25,42,4.1,1.68,0.0,916.5,0.0,916.5
SAL-000704,2025-05-01,Smartphone,Asia Pacific,Online,2,1027.16,50,4.0,21.53,0.0,2054.32,0.0,2054.32
SAL-000705,2025-05-28,Smart Watch,Europe,Online,3,356.26,29,3.5,14.27,0.0,1068.78,0.0,1068.78
SAL-000706,2025-07-09,Laptop,North America,Retail Store,1,1727.23,31,4.2,1.65,0.0,1727.23,0.0,1727.23
SAL-000707,2025-07-20,Camera,Europe,Retail Store,1,1803.4,41,3.2,30.37,21.6,1803.4,389.53440000000006,1413.8656
SAL-000708,2025-05-31,Speaker,North America,Online,3,130.11,30,3.0,7.53,12.7,390.33000000000004,49.57191,340.75809000000004
SAL-000709,2025-02-08,Speaker,Latin America,Retail Store,3,344.15,41,3.4,4.83,0.0,1032.4499999999998,0.0,1032.4499999999998
SAL-000710,2025-05-29,Smart Watch,Middle East & Africa,Online,13,303.43,41,3.2,0.62,0.0,3944.59,0.0,3944.59
SAL-000711,2025-05-19,Smartphone,Latin America,Direct Sales,2,952.79,43,4.7,31.27,0.0,1905.58,0.0,1905.58
SAL-000712,2025-07-21,Speaker,Middle East & Africa,Direct Sales,3,360.07,31,3.7,13.5,0.0,1080.21,0.0,1080.21
SAL-000713,2025-04-15,Speaker,Europe,Online,4,380.6,25,1.6,65.97,0.0,1522.4,0.0,1522.4
SAL-000714,2025-05-29,Speaker,Europe,Online,2,224.66,37,3.5,16.25,12.1,449.32,54.36772,394.95228
SAL-000715,2025-05-22,Speaker,Asia Pacific,Online,10,364.89,28,3.3,26.64,0.0,3648.8999999999996,0.0,3648.8999999999996
SAL-000716,2025-07-27,Laptop,Latin America,Partner Channel,6,1816.06,18,2.0,0.8,0.0,10896.36,0.0,10896.36
SAL-000717,2025-05-24,Smart Watch,North America,Online,3,519.57,41,2.3,5.35,0.0,1558.71,0.0,1558.71
SAL-000718,2025-07-23,Laptop,Latin America,Partner Channel,3,2348.9,18,3.2,7.91,6.8,7046.700000000001,479.1756000000001,6567.5244
SAL-000719,2025-05-06,Speaker,North America,Online,2,332.97,51,3.8,0.44,0.0,665.94,0.0,665.94
SAL-000720,2025-07-26,Smartphone,Latin America,Online,12,815.49,51,2.2,8.01,5.5,9785.880000000001,538.2234000000001,9247.6566
SAL-000721,2025-05-11,Camera,Europe,Retail Store,2,1401.04,25,4.3,6.52,7.5,2802.08,210.15599999999998,2591.924
SAL-000722,2025-07-21,Speaker,Latin America,Direct Sales,2,370.48,24,4.2,3.35,21.3,740.96,157.82448,583.13552
SAL-000723,2025-06-08,Smart Watch,Asia Pacific,Retail Store,1,428.23,45,4.2,5.06,0.0,428.23,0.0,428.23
SAL-000724,2025-05-29,Smart Watch,Middle East & Africa,Online,2,291.37,23,3.5,31.14,0.0,582.74,0.0,582.74
SAL-000725,2025-07-18,Monitor,Europe,Direct Sales,3,388.31,32,3.2,42.69,0.0,1164.93,0.0,1164.93
SAL-000726,2025-06-18,Speaker,North America,Retail Store,1,464.71,30,3.4,17.25,0.0,464.71,0.0,464.71
SAL-000727,2025-06-05,Camera,North America,Online,1,1607.72,40,3.6,8.64,0.0,1607.72,0.0,1607.72
SAL-000728,2025-07-09,Speaker,Europe,Online,2,241.82,35,3.6,56.54,7.1,483.64,34.33844,449.30156
SAL-000729,2025-05-26,Camera,North America,Direct Sales,3,1851.18,45,3.7,33.89,11.0,5553.54,610.8894,4942.6506
SAL-000730,2025-07-17,Tablet,North America,Online,1,382.24,35,2.6,39.69,7.8,382.24,29.81472,352.42528
SAL-000731,2025-07-21,Tablet,North America,Online,1,586.06,32,4.5,26.66,0.0,586.06,0.0,586.06
SAL-000732,2025-06-13,Smartphone,Asia Pacific,Retail Store,84,909.41,49,3.7,12.64,0.0,12731.74,0.0,12731.74
SAL-000733,2025-04-13,Laptop,North America,Retail Store,9,2485.76,46,3.3,1.7,0.0,22371.840000000004,0.0,22371.840000000004
SAL-000734,2025-04-29,Smart Watch,Europe,Retail Store,3,559.59,18,2.3,5.57,20.2,1678.77,339.11154,1339.65846
SAL-000735,2025-02-14,Laptop,North America,Partner Channel,2,2399.28,27,4.5,0.7,0.0,4798.56,0.0,4798.56
SAL-000736,2025-07-11,Speaker,Asia Pacific,Retail Store,6,464.88,48,3.0,0.43,0.0,2789.2799999999997,0.0,2789.2799999999997
SAL-000737,2025-07-01,Camera,North America,Partner Channel,1,1402.81,46,2.8,5.2,0.0,1402.81,0.0,1402.81
SAL-000738,2025-06-05,Camera,North America,Direct Sales,2,571.92,47,3.0,220.17,9.2,1143.84,105.23328,1038.60672
SAL-000739,2025-07-11,Camera,Middle East & Africa,Direct Sales,2,1460.58,55,3.8,4.38,0.0,2921.16,0.0,2921.16
SAL-000740,2024-12-14,Camera,North America,Online,8,1942.97,34,3.2,42.31,0.0,15543.76,0.0,15543.76
SAL-000741,2025-07-01,Tablet,North America,Direct Sales,15,253.04,23,5.0,5.47,24.7,3795.6,937.5132,2858.0868
SAL-000742,2025-04-17,Speaker,North America,Online,3,212.59,40,2.5,66.04,14.9,637.77,95.02772999999999,542.74227
SAL-000743,2025-04-09,Monitor,Asia Pacific,Retail Store,3,556.71,32,2.6,15.21,0.0,1670.13,0.0,1670.13
SAL-000744,2025-07-25,Smart Watch,Europe,Direct Sales,3,312.69,54,3.4,16.97,20.9,938.0699999999999,196.05662999999998,742.0133699999999
SAL-000745,2025-06-05,Tablet,Europe,Retail Store,11,731.96,24,5.0,2.34,0.0,8051.56,0.0,8051.56
SAL-000746,2025-07-24,Smart Watch,Latin America,Online,3,157.5,46,2.6,9.64,0.0,472.5,0.0,472.5
SAL-000747,2025-06-17,Speaker,Middle East & Africa,Partner Channel,3,165.0,34,4.3,14.37,0.0,495.0,0.0,495.0
SAL-000748,2025-07-20,Headphones,North America,Retail Store,8,53.02,51,1.2,0.11,0.0,424.16,0.0,424.16
SAL-000749,2025-06-27,Monitor,Europe,Retail Store,10,774.45,46,3.3,13.32,0.0,7744.5,0.0,7744.5
SAL-000750,2025-07-15,Headphones,Asia Pacific,Partner Channel,2,132.85,19,3.1,20.17,0.0,265.7,0.0,265.7
SAL-000751,2025-05-24,Smartphone,Europe,Online,2,703.28,20,4.4,135.91,14.6,1406.56,205.35775999999998,1201.20224
SAL-000752,2025-06-20,Smart Watch,Latin America,Partner Channel,2,404.63,58,3.5,8.82,14.8,809.26,119.77048000000002,689.48952
SAL-000753,2025-07-17,Camera,North America,Direct Sales,3,1142.3,42,3.4,22.85,0.0,3426.8999999999996,0.0,3426.8999999999996
SAL-000754,2025-05-31,Laptop,North America,Online,1,1723.0,40,3.0,14.8,0.0,1723.0,0.0,1723.0
SAL-000755,2025-04-30,Smartphone,North America,Online,2,498.42,40,3.6,13.57,15.3,996.84,152.51652,844.32348
SAL-000756,2025-07-24,Laptop,Asia Pacific,Online,2,2473.78,26,3.8,84.42,0.0,4947.56,0.0,4947.56
SAL-000757,2025-07-18,Headphones,North America,Retail Store,2,276.81,46,4.7,14.3,0.0,553.62,0.0,553.62
SAL-000758,2025-03-18,Headphones,North America,Online,1,77.52,48,4.2,5.96,9.8,77.52,7.59696,69.92304
SAL-000759,2025-07-10,Camera,North America,Online,11,1057.8,22,2.3,0.18,0.0,11635.8,0.0,11635.8
SAL-000760,2025-05-22,Monitor,North America,Online,3,860.35,44,4.6,1.15,0.0,2581.05,0.0,2581.05
SAL-000761,2025-06-01,Speaker,Europe,Partner Channel,3,223.57,33,4.5,29.4,0.0,670.71,0.0,670.71
SAL-000762,2025-06-28,Tablet,Europe,Partner Channel,11,663.1,30,4.3,16.35,0.0,7294.1,0.0,7294.1
SAL-000763,2025-04-07,Laptop,Middle East & Africa,Online,81,1291.56,39,2.4,21.44,0.0,1291.56,0.0,1291.56
SAL-000764,2025-05-28,Monitor,Middle East & Africa,Online,2,213.58,46,3.4,27.41,0.0,427.16,0.0,427.16
SAL-000765,2025-04-17,Camera,Europe,Retail Store,3,421.25,28,3.5,17.3,0.0,1263.75,0.0,1263.75
SAL-000766,2025-06-18,Speaker,Europe,Online,7,406.06,25,4.0,51.47,17.3,2842.42,491.73866000000004,2350.68134
SAL-000767,2025-07-19,Smart Watch,Europe,Online,3,583.05,21,4.2,40.7,0.0,1749.1499999999999,0.0,1749.1499999999999
SAL-000768,2025-04-18,Smartphone,Europe,Retail Store,2,1181.05,31,4.1,11.88,15.9,2362.1,375.5739,1986.5261
SAL-000769,2025-07-24,Monitor,Latin America,Partner Channel,1,534.39,45,3.2,1.38,19.4,534.39,103.67165999999999,430.71834
SAL-000770,2025-07-23,Smartphone,Europe,Partner Channel,1,860.82,45,2.8,2.69,0.0,860.82,0.0,860.82
SAL-000771,2025-05-15,Headphones,North America,Partner Channel,1,355.79,26,4.0,5.58,0.0,355.79,0.0,355.79
SAL-000772,2025-07-19,Camera,Asia Pacific,Online,1,1520.56,54,3.6,68.79,0.0,1520.56,0.0,1520.56
SAL-000773,2025-06-16,Laptop,Europe,Online,2,2415.47,37,4.6,15.96,14.8,4830.94,714.9791200000001,4115.96088
SAL-000774,2025-04-08,Smart Watch,Europe,Online,4,524.37,71,3.4,6.81,20.9,2097.48,438.37332,1659.10668
SAL-000775,2025-06-20,Monitor,North America,Online,1,467.24,36,3.5,4.62,14.2,467.24,66.34808,400.89192
SAL-000776,2025-07-07,Tablet,North America,Retail Store,3,221.1,18,4.1,8.89,0.0,663.3,0.0,663.3
SAL-000777,2025-01-08,Laptop,North America,Online,3,1441.49,56,3.1,5.77,0.0,4324.47,0.0,4324.47
SAL-000778,2025-05-16,Tablet,Europe,Partner Channel,1,212.69,47,2.0,2.29,0.0,212.69,0.0,212.69
SAL-000779,2025-05-09,Speaker,Latin America,Online,1,120.91,33,4.0,32.06,0.0,120.91,0.0,120.91
SAL-000780,2025-07-06,Tablet,North America,Online,1,743.55,27,3.6,5.45,0.0,743.55,0.0,743.55
SAL-000781,2025-02-07,Headphones,Europe,Direct Sales,1,391.77,18,4.1,36.36,18.2,391.77,71.30214,320.46786
SAL-000782,2024-10-31,Camera,Asia Pacific,Online,14,824.08,38,4.5,8.92,8.0,11537.12,922.9696000000001,10614.1504
SAL-000783,2025-07-09,Smartphone,Asia Pacific,Retail Store,1,638.37,35,2.8,40.59,0.0,638.37,0.0,638.37
SAL-000784,2025-05-30,Camera,Europe,Online,11,1682.92,31,,17.95,0.0,18512.120000000003,0.0,18512.120000000003
SAL-000785,2025-06-19,Headphones,Middle East & Africa,Retail Store,1,268.78,30,3.8,0.97,0.0,268.78,0.0,268.78
SAL-000786,2025-07-17,Monitor,Asia Pacific,Retail Store,1,225.98,39,3.4,2.52,0.0,225.98,0.0,225.98
SAL-000787,2025-07-08,Headphones,Europe,Online,1,137.14,18,3.1,107.76,0.0,137.14,0.0,137.14
SAL-000788,2025-07-26,Monitor,North America,Retail Store,3,313.75,74,4.6,12.37,0.0,941.25,0.0,941.25
SAL-000789,2025-07-18,Camera,North America,Retail Store,1,716.3,34,3.3,52.66,0.0,716.3,0.0,716.3
SAL-000790,2025-07-28,Speaker,Asia Pacific,Online,3,421.08,49,4.7,38.17,0.0,1263.24,0.0,1263.24
SAL-000791,2025-02-13,Camera,North America,Online,2,1507.08,32,4.0,1.88,19.1,3014.16,575.70456,2438.4554399999997
SAL-000792,2025-06-29,Headphones,Asia Pacific,Online,1,372.01,25,2.3,1.31,14.9,372.01,55.429489999999994,316.58051
SAL-000793,2025-07-22,Speaker,Europe,Partner Channel,3,260.39,32,3.8,4.57,0.0,781.17,0.0,781.17
SAL-000794,2025-07-01,Tablet,Asia Pacific,Retail Store,1,290.85,32,2.6,1.68,17.6,290.85,51.189600000000006,239.6604
SAL-000795,2025-07-22,Smartphone,Asia Pacific,Online,3,1187.34,47,3.7,20.19,8.5,3562.0199999999995,302.7717,3259.2482999999993
SAL-000796,2025-07-01,Speaker,Asia Pacific,Retail Store,15,437.26,57,4.0,21.22,17.1,6558.9,1121.5719,5437.3281
SAL-000797,2025-07-19,Smartphone,Asia Pacific,Online,5,1017.68,22,3.5,10.29,0.0,5088.4,0.0,5088.4
SAL-000798,2025-07-28,Tablet,Europe,Retail Store,1,440.2,49,3.9,3.64,7.4,440.2,32.5748,407.6252
SAL-000799,2025-04-06,Headphones,Middle East & Africa,Partner Channel,3,104.81,42,3.5,1.02,0.0,314.43,0.0,314.43
SAL-000800,2025-07-08,Camera,Europe,Direct Sales,3,1421.16,38,3.2,26.81,0.0,4263.4800000000005,0.0,4263.4800000000005
SAL-000801,2025-05-27,Headphones,Europe,Partner Channel,3,139.48,43,3.1,8.27,0.0,418.43999999999994,0.0,418.43999999999994
SAL-000802,2025-05-04,Monitor,North America,Retail Store,9,770.89,35,4.6,50.98,0.0,6938.01,0.0,6938.01
SAL-000803,2025-06-23,Speaker,Europe,Direct Sales,2,157.11,47,3.2,63.92,0.0,314.22,0.0,314.22
SAL-000804,2025-07-04,Tablet,Asia Pacific,Online,3,249.95,34,4.5,16.6,0.0,749.8499999999999,0.0,749.8499999999999
SAL-000805,2025-04-30,Monitor,Europe,Online,4,505.89,43,1.5,41.36,0.0,2023.56,0.0,2023.56
SAL-000806,2025-07-03,Headphones,Asia Pacific,Online,8,233.49,41,3.5,32.14,16.5,1867.92,308.20680000000004,1559.7132000000001
SAL-000807,2025-05-28,Camera,Asia Pacific,Retail Store,3,446.88,18,4.0,1.27,0.0,1340.6399999999999,0.0,1340.6399999999999
SAL-000808,2025-07-17,Headphones,Europe,Retail Store,2,382.76,41,5.0,10.66,0.0,765.52,0.0,765.52
SAL-000809,2025-07-13,Tablet,North America,Online,2,646.85,18,3.3,7.11,17.9,1293.7,231.57229999999998,1062.1277
SAL-000810,2025-05-27,Smartphone,Europe,Online,2,1042.07,57,4.2,0.18,15.4,2084.14,320.95756,1763.1824399999998
SAL-000811,2025-07-27,Smartphone,Middle East & Africa,Direct Sales,2,812.31,18,5.0,87.02,18.5,1624.62,300.55469999999997,1324.0653
SAL-000812,2025-07-25,Laptop,North America,Retail Store,9,1591.73,65,2.5,6.62,0.0,14325.57,0.0,14325.57
SAL-000813,2025-07-19,Smartphone,Latin America,Retail Store,7,753.35,44,3.6,36.49,0.0,5273.45,0.0,5273.45
SAL-000814,2025-07-15,Speaker,Asia Pacific,Partner Channel,3,115.77,46,5.0,0.28,9.9,347.31,34.38369,312.92631
SAL-000815,2025-06-23,Tablet,Europe,Retail Store,3,577.1,43,2.4,1.38,0.0,1731.3000000000002,0.0,1731.3000000000002
SAL-000816,2025-06-27,Smartphone,Asia Pacific,Direct Sales,2,975.14,37,2.4,11.99,0.0,1950.28,0.0,1950.28
SAL-000817,2025-06-25,Monitor,Asia Pacific,Partner Channel,1,885.56,42,3.6,0.62,0.0,885.56,0.0,885.56
SAL-000818,2025-03-20,Speaker,North America,Retail Store,1,231.63,49,3.2,7.56,0.0,231.63,0.0,231.63
SAL-000819,2025-07-16,Speaker,Europe,Direct Sales,1,269.92,38,4.8,133.63,0.0,269.92,0.0,269.92
SAL-000820,2025-06-22,Tablet,North America,Online,2,234.94,28,4.0,22.34,0.0,469.88,0.0,469.88
SAL-000821,2025-05-14,Speaker,Latin America,Retail Store,2,476.51,42,5.0,12.07,7.3,953.02,69.57046,883.44954
SAL-000822,2025-07-21,Smart Watch,North America,Online,2,388.29,49,5.0,86.7,0.0,776.58,0.0,776.58
SAL-000823,2025-06-20,Headphones,Europe,Partner Channel,1,72.26,45,3.3,2.12,17.3,72.26,12.500980000000002,59.75902000000001
SAL-000824,2025-06-28,Smartphone,North America,Online,1,336.97,41,3.4,7.8,21.2,336.97,71.43764,265.53236000000004
SAL-000825,2025-07-26,Smart Watch,North America,Direct Sales,3,392.15,46,4.8,52.1,0.0,1176.4499999999998,0.0,1176.4499999999998
SAL-000826,2025-05-28,Camera,Asia Pacific,Direct Sales,3,1950.31,25,3.8,22.53,7.5,5850.93,438.81975,5412.110250000001
SAL-000827,2025-06-06,Monitor,Asia Pacific,Online,1,585.99,37,2.2,75.15,0.0,585.99,0.0,585.99
SAL-000828,2025-06-30,Laptop,Asia Pacific,Retail Store,1,1521.43,29,2.2,3.68,24.3,1521.43,369.70749,1151.72251
SAL-000829,2025-07-21,Laptop,North America,Online,1,1432.12,30,3.8,2.09,14.5,1432.12,207.65739999999997,1224.4625999999998
SAL-000830,2025-07-29,Camera,Latin America,Partner Channel,4,535.63,33,3.6,15.27,21.9,2142.52,469.21187999999995,1673.3081200000001
SAL-000831,2025-04-24,Speaker,North America,Partner Channel,3,303.39,32,3.4,2.38,20.9,910.17,190.22553,719.9444699999999
SAL-000832,2025-07-17,Smartphone,Middle East & Africa,Online,3,359.99,32,4.1,46.07,0.0,1079.97,0.0,1079.97
SAL-000833,2025-06-11,Laptop,Middle East & Africa,Online,3,2332.77,36,3.4,27.66,0.0,6998.3099999999995,0.0,6998.3099999999995
SAL-000834,2025-03-20,Laptop,Asia Pacific,Online,2,1581.9,37,1.9,2.25,0.0,3163.8,0.0,3163.8
SAL-000835,2025-06-10,Smart Watch,North America,Online,14,376.25,41,1.9,22.03,5.2,5267.5,273.91,4993.59
SAL-000836,2025-05-05,Laptop,Europe,Online,8,2012.12,28,2.7,5.08,16.5,16096.96,2655.9984,13440.961599999999
SAL-000837,2025-07-19,Headphones,Asia Pacific,Retail Store,2,174.67,22,2.0,12.39,0.0,349.34,0.0,349.34
SAL-000838,2025-07-29,Tablet,Latin America,Online,3,247.11,43,3.5,7.89,12.4,741.33,91.92492,649.40508
SAL-000839,2025-06-09,Camera,Middle East & Africa,Retail Store,1,1810.73,41,3.3,7.92,14.4,1810.73,260.74512000000004,1549.98488
SAL-000840,2025-07-26,Tablet,Asia Pacific,Retail Store,8,314.64,27,2.3,28.9,0.0,2517.12,0.0,2517.12
SAL-000841,2025-05-08,Speaker,North America,Online,6,208.93,39,3.9,19.06,0.0,1253.58,0.0,1253.58
SAL-000842,2025-06-05,Smartphone,Latin America,Retail Store,3,629.43,46,3.5,5.53,22.4,1888.29,422.97695999999996,1465.31304
SAL-000843,2025-05-04,Laptop,North America,Online,2,1221.28,27,3.8,11.6,0.0,2442.56,0.0,2442.56
SAL-000844,2025-06-18,Smart Watch,North America,Online,1,476.46,73,2.7,42.64,8.4,476.46,40.02264,436.43735999999996
SAL-000845,2025-04-22,Smart Watch,Europe,Retail Store,3,461.8,25,3.6,16.44,15.5,1385.4,214.73700000000002,1170.663
SAL-000846,2025-05-29,Camera,Latin America,Retail Store,2,940.8,36,2.8,21.18,20.9,1881.6,393.2544,1488.3455999999999
SAL-000847,2025-06-19,Camera,North America,Online,2,1831.6,47,3.9,2.32,0.0,3663.2,0.0,3663.2
SAL-000848,2025-03-31,Laptop,North America,Online,1,1345.05,19,2.9,9.66,0.0,1345.05,0.0,1345.05
SAL-000849,2025-07-21,Tablet,Europe,Online,1,377.71,53,2.7,55.99,20.1,377.71,75.91971,301.79028999999997
SAL-000850,2025-07-05,Monitor,North America,Online,2,795.55,51,3.2,7.07,0.0,1591.1,0.0,1591.1
SAL-000851,2025-07-26,Speaker,Latin America,Retail Store,2,152.68,42,2.2,11.25,0.0,305.36,0.0,305.36
SAL-000852,2025-05-27,Laptop,Latin America,Online,2,1196.42,20,2.3,19.6,0.0,2392.84,0.0,2392.84
SAL-000853,2025-07-25,Tablet,North America,Retail Store,2,674.08,41,,20.26,0.0,1348.16,0.0,1348.16
SAL-000854,2025-05-25,Laptop,Latin America,Online,2,1404.4,56,3.7,11.91,0.0,2808.8,0.0,2808.8
SAL-000855,2025-07-08,Monitor,Latin America,Direct Sales,2,567.48,62,3.9,70.08,0.0,1134.96,0.0,1134.96
SAL-000856,2025-07-23,Headphones,Asia Pacific,Partner Channel,3,131.23,34,4.4,0.94,0.0,393.68999999999994,0.0,393.68999999999994
SAL-000857,2025-06-25,Headphones,North America,Partner Channel,2,130.76,60,2.4,0.94,0.0,261.52,0.0,261.52
SAL-000858,2025-07-05,Tablet,Middle East & Africa,Partner Channel,5,253.82,19,3.3,27.1,11.9,1269.1,151.0229,1118.0771
SAL-000859,2025-07-19,Headphones,Middle East & Africa,Online,1,247.11,51,3.8,16.21,24.9,247.11,61.530390000000004,185.57961
SAL-000860,2025-05-22,Smartphone,Middle East & Africa,Online,2,366.67,43,1.9,9.07,0.0,733.34,0.0,733.34
SAL-000861,2025-07-24,Headphones,Europe,Partner Channel,2,50.5,25,2.7,1.74,8.3,101.0,8.383000000000001,92.617
SAL-000862,2025-07-09,Headphones,Latin America,Direct Sales,1,327.49,43,3.6,11.94,7.3,327.49,23.906769999999998,303.58323
